date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20120102,357,4,82660,4.45,22.604116,Y,6
20120102,357,4,82686,1.45,15.87249,N,0
20120102,357,4,82689,3.7,14.380684,N,0
20120102,357,4,82701,2.66,18.352663,N,0
20120102,357,4,255476,2.24,24.438292,N,0
20120102,357,4,255489,2.66,30.005228,Y,6
20120102,357,4,255494,1.45,23.706007,N,0
20120102,357,4,335757,3.7,21.094551,Y,5
20120102,357,4,335781,2.69,19.78011,N,0
20120102,357,4,345376,2.52,20.006113,N,0
20120102,357,4,407217,1.91,25.949423,Y,6
20120102,357,4,409559,3.7,19.66039,N,0
20120102,357,4,411406,5.96,16.277523,N,0
20120102,357,4,431714,2.2,16.434065,N,0
20120102,357,4,455721,4.46,32.3337,Y,6
20120102,357,4,467757,5.95,23.941538,N,0
20120102,357,4,501396,3.7,31.893164,Y,5
20120102,357,4,530037,5.95,18.363644,N,0
20120102,357,4,532196,2.2,35.856796,N,0
20120102,357,4,536428,5.96,32.78677,N,0
20120102,357,4,555947,6.71,17.636757,N,0
20120102,362,1,346366,10.0,26.853651,N,0
20120102,362,1,502627,12.0,24.749817,N,0
20120102,362,1,544579,4.0,22.686941,N,0
20120102,362,2,8598,6.39,18.06683,Y,6
20120102,362,2,22631,12.84,24.653864,N,0
20120102,362,2,404470,12.54,19.826424,N,0
20120102,362,2,423218,14.91,22.026295,Y,6
20120102,362,2,482591,23.94,18.581247,N,0
20120102,362,2,487334,9.0,15.104736,N,0
20120102,362,2,516965,14.91,14.55631,Y,6
20120102,362,2,533283,6.0,13.435549,N,0
20120102,362,2,540535,6.0,16.192604,N,0
20120102,362,2,568499,3.0,19.349123,Y,6
20120102,362,2,570153,11.91,19.287107,N,0
20120102,362,2,577654,25.41,12.526139,N,0
20120102,362,2,586937,3.0,17.610205,N,0
20120102,362,2,592729,11.31,18.73131,N,0
20120102,362,3,3683,1.76,20.226679,Y,5
20120102,362,3,20376,7.54,17.967188,N,0
20120102,362,3,36907,7.94,19.350965,N,0
20120102,362,3,90263,11.94,22.18462,Y,6
20120102,362,3,108037,3.0,19.365917,Y,4
20120102,362,3,153171,8.0,19.848864,N,0
20120102,362,3,194771,3.94,22.748278,N,0
20120102,362,3,194781,7.34,23.336699,Y,5
20120102,362,3,228016,10.0,23.915125,Y,4
20120102,362,3,280116,6.94,21.124964,N,0
20120102,362,3,417014,4.0,16.724142,N,0
20120102,362,3,447058,11.98,13.013436,Y,6
20120102,362,3,456076,4.0,11.713002,Y,5
20120102,362,3,471651,7.94,15.576268,N,0
20120102,362,3,573599,4.54,18.948334,N,0
20120102,362,3,573602,4.54,20.277262,N,0
20120102,362,3,573607,4.54,16.465088,N,0
20120102,362,3,573609,4.54,15.861427,N,0
20120102,362,3,587131,5.54,20.046,N,0
20120102,362,3,590267,1.94,20.473293,N,0
20120102,362,4,82660,3.71,13.590793,Y,6
20120102,362,4,82686,1.46,15.963594,N,0
20120102,362,4,82689,3.7,18.821442,N,0
20120102,362,4,82701,2.95,22.508638,N,0
20120102,362,4,183628,2.5,22.528803,N,0
20120102,362,4,255476,2.2,19.967142,N,0
20120102,362,4,255489,2.2,19.368979,Y,6
20120102,362,4,255494,1.45,19.492388,N,0
20120102,362,4,335781,2.36,19.302526,N,0
20120102,362,4,345376,2.52,20.086103,N,0
20120102,362,4,407217,1.91,26.038237,Y,6
20120102,362,4,409559,3.7,19.926268,N,0
20120102,362,4,411406,4.45,16.610529,N,0
20120102,362,4,431714,2.66,16.775541,N,0
20120102,362,4,455721,3.7,26.913755,Y,6
20120102,362,4,467757,5.95,29.687092,N,0
20120102,362,4,495886,5.95,22.104103,N,0
20120102,362,4,501396,3.7,31.43402,Y,5
20120102,362,4,530037,5.95,28.770819,N,0
20120102,362,4,532196,2.66,33.41576,N,0
20120102,362,4,536428,4.45,16.955486,N,0
20120102,362,4,555947,5.95,27.285944,N,0
20120102,364,1,593171,10.0,25.154272,N,0
20120102,364,2,8598,6.39,22.308344,Y,6
20120102,364,2,22631,12.84,18.177656,N,0
20120102,364,2,423218,14.91,24.633486,Y,6
20120102,364,2,482591,23.94,20.890644,N,0
20120102,364,2,487334,9.0,19.356005,N,0
20120102,364,2,519483,34.32,21.868687,N,0
20120102,364,2,533283,6.0,18.476286,N,0
20120102,364,2,568499,3.0,15.437889,Y,6
20120102,364,2,570153,11.91,13.927638,N,0
20120102,364,2,577654,25.41,19.47542,N,0
20120102,364,2,586937,3.0,19.9425,N,0
20120102,364,2,592729,11.31,11.146932,N,0
20120102,364,3,3683,1.76,26.659388,Y,5
20120102,364,3,92418,2.34,21.750814,N,0
20120102,364,3,108037,3.98,18.929794,N,0
20120102,364,3,153171,8.0,20.782124,N,0
20120102,364,3,194781,7.34,20.805681,Y,5
20120102,364,3,228016,11.94,19.768902,N,0
20120102,364,3,346126,21.94,22.263918,N,0
20120102,364,3,417014,4.0,22.837463,N,0
20120102,364,3,447058,11.98,23.746067,Y,6
20120102,364,3,456076,4.0,20.989752,Y,5
20120102,364,3,471651,7.94,16.614824,N,0
20120102,364,3,496031,17.94,16.767439,Y,6
20120102,364,3,515246,4.94,13.922051,N,0
20120102,364,3,573607,4.54,14.550141,N,0
20120102,364,3,573609,4.54,16.869476,N,0
20120102,364,3,587131,5.54,19.428743,N,0
20120102,364,3,590267,1.94,23.654736,N,0
20120102,364,4,82660,3.7,16.326223,Y,6
20120102,364,4,82686,1.46,14.336626,N,0
20120102,364,4,82689,3.71,18.164425,N,0
20120102,364,4,82701,2.95,22.129549,N,0
20120102,364,4,183628,2.5,23.242373,N,0
20120102,364,4,255476,2.21,28.763458,N,0
20120102,364,4,255489,2.2,23.541416,Y,6
20120102,364,4,255494,1.46,20.909296,N,0
20120102,364,4,335757,3.7,19.675795,Y,5
20120102,364,4,335781,2.36,20.015892,N,0
20120102,364,4,345376,2.52,25.924284,N,0
20120102,364,4,407217,1.91,19.52108,Y,6
20120102,364,4,409559,3.7,16.292755,N,0
20120102,364,4,431714,2.66,16.546251,N,0
20120102,364,4,455721,3.71,26.688837,Y,6
20120102,364,4,467757,4.45,29.508707,Y,3
20120102,364,4,489718,5.96,22.015055,N,0
20120102,364,4,495886,5.96,31.356968,N,0
20120102,364,4,501396,3.7,18.28255,Y,5
20120102,364,4,530037,5.95,36.32471,N,0
20120102,364,4,532196,2.66,32.928898,N,0
20120102,364,4,536428,4.46,17.854008,N,0
20120102,364,4,555947,5.96,27.119139,N,0
20120102,380,1,346366,10.0,21.266342,N,0
20120102,380,1,593171,10.0,18.27656,N,0
20120102,380,2,8598,6.39,20.82389,Y,6
20120102,380,2,22631,12.84,24.74363,N,0
20120102,380,2,102257,10.41,22.144814,N,0
20120102,380,2,404470,11.91,20.200996,Y,3
20120102,380,2,419546,23.94,21.979689,N,0
20120102,380,2,423218,14.91,18.407652,Y,6
20120102,380,2,482591,23.94,15.277205,N,0
20120102,380,2,487331,9.0,13.748741,N,0
20120102,380,2,487334,9.0,12.478029,N,0
20120102,380,2,517989,22.41,20.03776,N,0
20120102,380,2,533283,6.0,18.457865,N,0
20120102,380,2,540535,6.0,12.772218,N,0
20120102,380,2,568499,3.0,12.858402,Y,6
20120102,380,2,570153,11.91,17.142284,N,0
20120102,380,2,586937,3.0,19.675962,N,0
20120102,380,2,592729,11.31,19.05602,N,0
20120102,380,3,3683,1.76,21.27572,Y,5
20120102,380,3,20376,7.54,18.006315,N,0
20120102,380,3,36907,7.94,15.837189,N,0
20120102,380,3,90263,11.94,18.183367,Y,6
20120102,380,3,92418,2.34,18.451456,N,0
20120102,380,3,108037,3.98,17.274946,N,0
20120102,380,3,194771,3.94,19.01784,N,0
20120102,380,3,194781,7.34,22.616356,Y,5
20120102,380,3,228016,10.0,22.187815,N,0
20120102,380,3,417014,4.0,20.662203,N,0
20120102,380,3,447058,11.98,16.881216,Y,6
20120102,380,3,456076,4.0,13.1989355,Y,5
20120102,380,3,471651,9.94,12.135531,N,0
20120102,380,3,496031,17.94,15.977636,Y,6
20120102,380,3,573599,4.54,15.990165,N,0
20120102,380,3,573602,4.54,12.738479,N,0
20120102,380,3,573607,4.54,15.782885,N,0
20120102,380,3,573609,4.54,15.596267,N,0
20120102,380,3,587131,5.54,18.665262,N,0
20120102,380,3,590267,1.94,13.658641,N,0
20120102,380,4,82660,3.7,15.246511,Y,6
20120102,380,4,82686,1.45,18.970812,N,0
20120102,380,4,82701,2.95,22.583338,N,0
20120102,380,4,183628,2.5,23.779142,N,0
20120102,380,4,255476,2.2,29.78949,N,0
20120102,380,4,255489,2.2,23.233677,Y,6
20120102,380,4,255494,1.45,20.996052,N,0
20120102,380,4,335757,3.7,20.313553,Y,5
20120102,380,4,335781,2.36,19.781834,N,0
20120102,380,4,345376,2.52,20.365988,N,0
20120102,380,4,407217,1.91,25.808075,Y,6
20120102,380,4,409559,2.82,19.968987,Y,3
20120102,380,4,411406,4.46,16.61033,N,0
20120102,380,4,431714,2.2,27.327366,N,0
20120102,380,4,455721,3.7,29.709352,Y,6
20120102,380,4,467757,5.95,22.290491,N,0
20120102,380,4,495886,5.96,31.03451,N,0
20120102,380,4,501396,3.71,18.417507,Y,5
20120102,380,4,530037,5.95,35.878376,N,0
20120102,380,4,532196,2.66,32.491116,N,0
20120102,380,4,536428,4.45,17.699503,N,0
20120102,380,4,555947,5.95,22.38266,N,0
20120102,383,1,95467,10.0,26.156858,N,0
20120102,383,1,346366,10.0,23.347078,N,0
20120102,383,1,466879,12.0,19.416584,N,0
20120102,383,1,544579,8.0,24.785416,N,0
20120102,383,2,8598,6.39,20.911297,N,0
20120102,383,2,263931,17.91,19.29425,N,0
20120102,383,2,451332,29.82,21.557846,N,0
20120102,383,2,482591,23.94,18.253992,N,0
20120102,383,2,487334,9.0,15.294181,N,0
20120102,383,2,568499,3.75,13.881713,N,0
20120102,383,2,570153,11.91,13.546437,N,0
20120102,383,2,577654,25.41,10.63394,N,0
20120102,383,2,586937,3.0,14.086506,N,0
20120102,383,2,592729,11.31,17.783932,N,0
20120102,383,3,3683,1.76,20.869097,Y,5
20120102,383,3,20376,7.54,11.359698,N,0
20120102,383,3,36907,7.94,12.327956,N,0
20120102,383,3,90263,12.94,15.991768,N,0
20120102,383,3,92418,2.34,14.85181,N,0
20120102,383,3,92433,2.34,16.738337,N,0
20120102,383,3,108037,3.98,16.74982,N,0
20120102,383,3,153171,8.0,19.8389,N,0
20120102,383,3,194771,3.94,22.921604,N,0
20120102,383,3,194781,7.34,20.636105,Y,5
20120102,383,3,280116,8.94,16.51337,N,0
20120102,383,3,417014,4.0,12.54481,N,0
20120102,383,3,456076,4.0,11.916008,Y,5
20120102,383,3,471651,7.94,15.041266,N,0
20120102,383,3,515246,4.94,12.123786,N,0
20120102,383,3,573599,4.54,9.305158,N,0
20120102,383,3,573602,4.54,10.238951,N,0
20120102,383,3,573609,4.54,13.952851,N,0
20120102,383,3,587131,5.54,15.289046,N,0
20120102,383,3,590267,1.94,15.079351,N,0
20120102,383,4,82660,3.7,20.925453,Y,6
20120102,383,4,82686,1.88,14.031271,N,0
20120102,383,4,82701,1.48,12.696296,N,0
20120102,383,4,183628,1.48,19.746132,Y,2
20120102,383,4,255476,2.2,21.635326,N,0
20120102,383,4,255489,2.2,20.18815,Y,6
20120102,383,4,255494,1.46,19.724451,N,0
20120102,383,4,335757,3.7,19.931797,Y,5
20120102,383,4,335781,2.25,19.797466,N,0
20120102,383,4,345376,3.38,20.624594,N,0
20120102,383,4,407217,1.91,26.2515,Y,6
20120102,383,4,409559,3.7,20.226486,N,0
20120102,383,4,411406,4.5,16.866888,N,0
20120102,383,4,431714,1.88,30.380083,N,0
20120102,383,4,467757,5.95,32.490826,N,0
20120102,383,4,495886,5.21,25.075697,N,0
20120102,383,4,501396,3.7,32.334225,Y,5
20120102,383,4,530037,4.5,19.96943,N,0
20120102,383,4,532196,2.25,35.9032,N,0
20120102,383,4,536428,4.5,32.360558,N,0
20120102,383,4,555947,5.96,18.175957,N,0
20120102,390,1,70400,60.0,26.640049,N,0
20120102,390,1,95467,10.0,24.544674,N,0
20120102,390,1,95470,10.0,21.657326,N,0
20120102,390,1,544579,4.0,17.682674,N,0
20120102,390,1,593171,10.0,18.493704,N,0
20120102,390,2,8598,6.39,17.921318,Y,6
20120102,390,2,22631,12.84,21.533783,N,0
20120102,390,2,404470,12.54,17.864178,N,0
20120102,390,2,423218,14.91,15.289938,Y,6
20120102,390,2,451332,29.82,14.227019,N,0
20120102,390,2,486878,7.41,17.927223,N,0
20120102,390,2,487331,9.0,9.792917,N,0
20120102,390,2,516965,14.91,10.584423,Y,6
20120102,390,2,519483,34.32,14.415727,N,0
20120102,390,2,533283,6.0,19.41504,N,0
20120102,390,2,568499,3.0,19.931696,Y,6
20120102,390,2,570153,11.91,13.288488,N,0
20120102,390,2,586937,3.0,17.644526,N,0
20120102,390,2,592729,11.31,19.564905,N,0
20120102,390,3,3683,1.76,21.669771,Y,5
20120102,390,3,20376,7.54,18.507984,N,0
20120102,390,3,36907,7.94,15.792202,N,0
20120102,390,3,90263,11.94,18.180994,Y,6
20120102,390,3,92418,2.34,25.490028,N,0
20120102,390,3,92433,2.34,24.055643,N,0
20120102,390,3,108037,3.98,21.453554,N,0
20120102,390,3,153171,8.0,23.406857,N,0
20120102,390,3,194771,3.94,22.425201,N,0
20120102,390,3,194781,7.34,20.810608,Y,5
20120102,390,3,280116,8.94,16.788235,N,0
20120102,390,3,417014,4.0,13.116548,N,0
20120102,390,3,447058,11.98,12.22979,Y,6
20120102,390,3,456076,4.0,16.114586,Y,5
20120102,390,3,471651,7.94,16.14777,N,0
20120102,390,3,496031,17.94,11.636411,Y,6
20120102,390,3,573599,4.54,11.148376,N,0
20120102,390,3,573602,4.54,13.98595,N,0
20120102,390,3,573607,4.54,14.8252125,N,0
20120102,390,3,573609,4.54,14.902128,N,0
20120102,390,3,587131,5.54,20.518145,N,0
20120102,390,3,590267,1.94,13.72497,N,0
20120102,390,4,82660,3.71,15.141458,Y,6
20120102,390,4,82686,1.45,19.519007,N,0
20120102,390,4,82689,3.71,22.887762,N,0
20120102,390,4,82701,2.95,23.549313,N,0
20120102,390,4,183628,2.51,30.034874,N,0
20120102,390,4,255476,2.2,23.493528,N,0
20120102,390,4,255489,2.2,21.23545,Y,6
20120102,390,4,255494,1.45,20.533922,N,0
20120102,390,4,335781,2.36,19.993174,N,0
20120102,390,4,345376,2.52,20.54379,N,0
20120102,390,4,407217,1.91,25.766039,Y,6
20120102,390,4,409559,3.7,20.09497,N,0
20120102,390,4,411406,4.45,16.784922,N,0
20120102,390,4,431714,2.66,16.960625,N,0
20120102,390,4,455721,3.7,26.761833,Y,6
20120102,390,4,467757,5.95,29.251406,N,0
20120102,390,4,495886,5.96,21.9419,N,0
20120102,390,4,501396,3.7,31.352844,Y,5
20120102,390,4,530037,5.95,28.43073,N,0
20120102,390,4,532196,2.66,32.89093,N,0
20120102,390,4,536428,4.46,16.822107,N,0
20120102,390,4,555947,5.96,27.155472,N,0
20120102,398,1,95467,10.0,24.928637,N,0
20120102,398,1,95470,10.0,22.172472,N,0
20120102,398,1,346373,10.0,18.08693,N,0
20120102,398,1,544579,4.0,24.63733,N,0
20120102,398,2,8598,6.39,20.940784,Y,6
20120102,398,2,22631,12.84,19.37605,N,0
20120102,398,2,419546,23.94,21.916508,N,0
20120102,398,2,423218,14.91,18.59158,Y,6
20120102,398,2,451332,29.82,15.577433,N,0
20120102,398,2,482591,23.94,14.151995,N,0
20120102,398,2,487331,9.0,13.853463,N,0
20120102,398,2,487334,9.0,10.09493,N,0
20120102,398,2,533283,6.0,13.207915,N,0
20120102,398,2,540535,6.0,16.530958,N,0
20120102,398,2,568499,3.0,21.531721,Y,6
20120102,398,2,570153,11.91,14.10444,N,0
20120102,398,2,586937,3.0,20.48449,N,0
20120102,398,2,592729,11.31,21.859922,N,0
20120102,398,3,3683,1.76,22.871286,Y,5
20120102,398,3,20376,7.54,22.015621,N,0
20120102,398,3,36907,7.94,18.210453,N,0
20120102,398,3,90263,11.94,16.139765,Y,6
20120102,398,3,108037,3.98,17.049961,N,0
20120102,398,3,194771,3.94,16.785416,N,0
20120102,398,3,194781,7.34,18.919714,Y,5
20120102,398,3,228016,11.94,22.82233,N,0
20120102,398,3,280116,6.94,22.426935,N,0
20120102,398,3,346126,21.94,20.955082,N,0
20120102,398,3,417014,4.0,17.009298,N,0
20120102,398,3,447058,11.98,13.354695,Y,6
20120102,398,3,456076,4.0,12.546571,Y,5
20120102,398,3,471651,7.94,16.403585,N,0
20120102,398,3,496031,17.94,17.83715,Y,6
20120102,398,3,515246,4.94,18.337511,N,0
20120102,398,3,573599,4.54,16.864382,N,0
20120102,398,3,573602,4.54,19.583551,N,0
20120102,398,3,573607,4.54,17.89754,N,0
20120102,398,3,573609,4.54,20.954659,N,0
20120102,398,3,587131,5.54,15.629889,N,0
20120102,398,3,590267,1.94,14.469701,N,0
20120102,398,4,82660,3.7,19.138567,Y,6
20120102,398,4,82686,1.45,22.803942,N,0
20120102,398,4,82689,3.71,23.510338,N,0
20120102,398,4,82701,2.95,29.415157,N,0
20120102,398,4,183628,2.51,23.937061,N,0
20120102,398,4,255476,2.21,21.330786,N,0
20120102,398,4,255489,2.2,20.550215,Y,6
20120102,398,4,255494,1.45,20.490108,N,0
20120102,398,4,335757,3.7,20.191689,Y,5
20120102,398,4,335781,2.36,20.834507,N,0
20120102,398,4,345376,2.52,25.835922,N,0
20120102,398,4,407217,1.91,20.378094,Y,6
20120102,398,4,409559,2.82,17.048048,Y,3
20120102,398,4,431714,2.66,17.202621,N,0
20120102,398,4,455721,3.71,26.88625,Y,6
20120102,398,4,467757,5.95,29.304543,N,0
20120102,398,4,495886,5.95,22.01628,N,0
20120102,398,4,501396,3.7,31.414003,Y,5
20120102,398,4,530037,5.95,18.34508,N,0
20120102,398,4,532196,2.66,36.127872,N,0
20120102,398,4,555947,5.96,32.525005,N,0
20120102,401,1,95470,10.0,17.81321,N,0
20120102,401,1,346366,10.0,22.59795,N,0
20120102,401,1,346375,10.0,22.860184,N,0
20120102,401,1,466876,12.0,20.205254,N,0
20120102,401,1,507566,10.0,25.365288,N,0
20120102,401,1,542781,12.0,21.531399,N,0
20120102,401,1,544579,4.0,19.631044,N,0
20120102,401,1,593171,10.0,21.669828,N,0
20120102,401,2,8598,6.39,18.372578,Y,6
20120102,401,2,22631,12.84,14.278716,N,0
20120102,401,2,404470,12.54,14.219195,N,0
